CODE_CORRESPONDANCE;Correspondance;Acte Externe;Acte RC;Libellé Acte;DMT;DMT;Domaine Court Séjour;Libellé DCS;Base de Remboursement;Spécialité;Libellé Spécialité;Mode de traitement;Libellé Mode de traitement;Nature d'assurance;Libellé Nature d'assurance;DEBUT_EFFET;FIN_EFFET;DATE_CREATION;DATE_MAJ;CODE_CAT_PROF_SANTE;CAT_PROF_SANTE;CODE_GARANTIE_ELEMENTAIRE;GARANTIE_ELEMENTAIRE;TYPE_SECTEUR_CONVENTIONNE;CATEGORIE_DENT;AUTEUR_CREATION;AUTEUR_MAJ
CORR01;NOEMIE AS et TP;C;CD;Consultation dentaire;;;;;;53;CHIRURGIE DENTAIRE (Spéc. Chir. Orale);;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-28 00:00:00.000;2025-03-28 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;CD;Consultation dentaire;;;;;;54;CHIRURGIE DENTAIRE (Spéc Méd. Bucco Dent);;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-28 00:00:00.000;2025-03-28 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;69;CHIRURGIE ORALE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;70;GYNECOLOGIE MEDICALE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;71;HEMATOLOGIE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;72;MEDECINE NUCLEAIRE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;73;ONCOLOGIE MEDICALE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;74;ONCOLOGIE RADIOTHERAPIQUE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;75;PSYCHIATRIE DE L'ENFANT ET DE L'ADOLESCENT;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;76;RADIOTHERAPIE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;77;OBSTETRIQUE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;78;GENETIQUE MEDICALE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;79;GYNECOLOGIE OBSTETRIQUE ET GYNECOLOGIE MEDICALE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;81;MEDECINE DES MALADIES INFECTIEUSES ET TROPICALES;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;82;MEDECINE LEGALE ET EXPERTISES MEDICALES;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;83;MEDECINE D'URGENCE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;84;MEDECINE VASCULAIRE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;TCS;Consultation spécialiste;;;;;23;85;ALLERGOLOGIE;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2025-03-14 00:00:00.000;2025-03-14 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;C;CD;Consultation dentaire;;;;;;99;CENTRE DE SANTE DENTAIRE;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-04-01 00:00:00.000;2025-04-01 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;C;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;C;TCS;Consultation spécialiste;;;;;46;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;C;TCS;Consultation spécialiste;;;;;57,5;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR02;Autres AS et TP;C;TCS;Consultation spécialiste;;;;;69;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;C   F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2010-07-23 00:00:00.000;2010-07-23 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;C   F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;C   N;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2010-07-23 00:00:00.000;2010-07-23 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;C   N;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;C  F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-02-09 00:00:00.000;2009-02-09 00:00:00.000;;;;;2;;HURIENCN;HURIENCN
CORR02;Autres AS et TP;C  F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;C  N;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-02-09 00:00:00.000;2009-02-09 00:00:00.000;;;;;2;;HURIENCN;HURIENCN
CORR02;Autres AS et TP;C  N;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;C F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2010-07-16 00:00:00.000;2010-07-16 00:00:00.000;;;;;2;;HCHABIJE;HCHABIJE
CORR02;Autres AS et TP;C F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;C N;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2010-07-16 00:00:00.000;2010-07-16 00:00:00.000;;;;;2;;HCHABIJE;HCHABIJE
CORR02;Autres AS et TP;C N;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;C2;TCS;Consultation spécialiste;;;;;46;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-11-06 00:00:00.000;2015-11-06 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;C2;TCS;Consultation spécialiste;;;;;46;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CA;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2008-05-16 00:00:00.000;2009-02-19 00:00:00.000;;;;;2;;RDO_AM;HGUEDOIE
CORR02;Autres AS et TP;CA;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CALH;9CALH;Cale tronc;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2011-01-20 00:00:00.000;2011-01-20 00:00:00.000;;;;;2;;PHAMARME;PHAMARME
CORR02;Autres AS et TP;CALH;9CALH;Cale tronc;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CAS;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2015-06-29 00:00:00.000;2015-06-29 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;CAS;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CBL;9CBL;Canne blanche;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-02-06 00:00:00.000;2009-02-06 00:00:00.000;;;;;2;;PDUFOUFC;PDUFOUFC
CORR02;Autres AS et TP;CBL;9CBL;Canne blanche;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CCE;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-02 00:00:00.000;2017-11-02 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;CCE;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-02 00:00:00.000;2017-11-02 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;CCE F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCE F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CCE N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCE N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CCEF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCEF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CCEN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCEN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CCP;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-10-25 00:00:00.000;2017-10-25 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;CCP;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-10-25 00:00:00.000;2017-10-25 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;CCX;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-02 00:00:00.000;2017-11-02 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;CCX;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-11-02 00:00:00.000;2017-11-02 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;CCX F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCX F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CCX N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCX N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CCXF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCXF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CCXN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CCXN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CD;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;2014-09-30 00:00:00.000;2008-05-16 00:00:00.000;2014-09-24 00:00:00.000;;;;;2;;RDO_AM;49DABUSE
CORR01;NOEMIE AS et TP;CD;CD;Consultation dentaire;;;;;;;;;;;;2014-10-01 00:00:00.000;9999-12-31 00:00:00.000;2014-09-24 00:00:00.000;2023-09-28 00:00:00.000;;;;;2;;49DABUSE;49BROCHE
CORR02;Autres AS et TP;CD;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2023-09-28 00:00:00.000;;;;;2;;44CHESAD;49BROCHE
CORR01;NOEMIE AS et TP;CD  F;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CD  F;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CD  N;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CD  N;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CD F;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-11-20 00:00:00.000;2023-11-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CD F;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-11-20 00:00:00.000;2023-11-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CD N;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-11-20 00:00:00.000;2023-11-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CD N;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-11-20 00:00:00.000;2023-11-20 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CDD;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2013-06-28 00:00:00.000;2013-06-28 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;CDD;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-07-16 00:00:00.000;2024-07-16 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;CDE;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-12-23 00:00:00.000;2024-04-26 00:00:00.000;;;;;2;;HGUEDOIE;49BROCHE
CORR02;Autres AS et TP;CDE;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2024-04-26 00:00:00.000;;;;;2;;44CHESAD;49BROCHE
CORR01;NOEMIE AS et TP;CDEN;CD;Consultation dentaire;;;;;;;;;;;;2014-10-01 00:00:00.000;9999-12-31 00:00:00.000;2014-09-24 00:00:00.000;2014-09-24 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;CDEN;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CDF;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CDF;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CDN;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CDN;CD;Consultation dentaire;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEG;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEG;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEG F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEG F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEG N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEG N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEGF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEGF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEGN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEGN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEH;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEH;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEH F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEH F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEH N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEH N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEHF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEHF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
